1.000000000000000021e-02 8.022636380843212178e-01
1.010264068630970478e-02 7.940719883400849666e-01
1.020633488366802337e-02 7.859635654280803241e-01
1.031109340538466541e-02 7.779375237957940614e-01
1.041692717575787991e-02 7.699930264815252334e-01
1.052384723121368125e-02 7.621292450270512608e-01
1.063186472145670643e-02 7.543453593912452515e-01
1.074099091063293772e-02 7.466405578646262420e-01
1.085123717850430478e-02 7.390140369846142088e-01
1.096261502163541068e-02 7.314650014518107035e-01
1.107513605459238548e-02 7.239926640470741859e-01
1.118881201115406315e-02 7.165962455493708472e-01
1.130365474553557577e-02 7.092749746545431444e-01
1.141967623362454866e-02 7.020280878949336500e-01
1.153688857422993305e-02 6.948548295596402857e-01
1.165530399034368780e-02 6.877544516158624610e-01
1.177493483041540563e-02 6.807262136307825617e-01
1.189579356963999489e-02 6.737693826943984554e-01
1.201789281125863716e-02 6.668832333430956272e-01
1.214124528787304327e-02 6.600670474839808177e-01
1.226586386277322450e-02 6.533201143200212391e-01
1.239176153127887099e-02 6.466417302758966645e-01
1.251895142209453679e-02 6.400311989246328936e-01
1.264744679867870099e-02 6.334878309150058229e-01
1.277726106062689396e-02 6.270109438996231965e-01
1.290840774506899456e-02 6.205998624637899530e-01
1.304090052808093425e-02 6.142539180550523614e-01
1.317475322611081669e-02 6.079724489135059917e-01
1.330997979741971836e-02 6.017548000027710398e-01
1.344659434353727076e-02 5.956003229417008438e-01
1.358461111073215773e-02 5.895083759367533149e-01
1.372404449149775690e-02 5.834783237150459323e-01
1.386490902605298260e-02 5.775095374581640240e-01
1.400721940385855901e-02 5.716013947365382597e-01
1.415099046514882615e-02 5.657532794445511160e-01
1.429623720247932134e-02 5.599645817363000377e-01
1.444297476229020397e-02 5.542346979619826586e-01
1.459121844648573162e-02 5.485630306049680271e-01
1.474098371402994372e-02 5.429489882194681316e-01
1.489228618255876609e-02 5.373919853688743364e-01
1.504514163000860230e-02 5.318914425647131017e-01
1.519956599626168248e-02 5.264467862061896763e-01
1.535557538480828571e-02 5.210574485204038098e-01
1.551318606442599925e-02 5.157228675031340082e-01
1.567241447087628151e-02 5.104424868602053245e-01
1.583327720861837234e-02 5.052157559495085160e-01
1.599579105254082118e-02 5.000421297235825291e-01
1.615997294971076303e-02 4.949210686727445463e-01
1.632584002114122190e-02 4.898520387688560240e-01
1.649340956357646035e-02 4.848345114096193065e-01
1.666269905129572071e-02 4.798679633634793107e-01
1.683372613793542721e-02 4.749518767150174292e-01
1.700650865833015779e-02 4.700857388109890844e-01
1.718106463037245499e-02 4.652690422068274101e-01
1.735741225689173620e-02 4.605012846137506721e-01
1.753556992755252869e-02 4.557819688463762842e-01
1.771555622077211276e-02 4.511106027708691735e-01
1.789738990565793372e-02 4.464866992536133949e-01
1.808108994396484537e-02 4.419097761104396893e-01
1.826667549207245181e-02 4.373793560563252747e-01
1.845416590298275955e-02 4.328949666556193843e-01
1.864358072833828886e-02 4.284561402727873336e-01
1.883493972046099141e-02 4.240624140236331496e-01
1.902826283441200542e-02 4.197133297270517205e-01
1.922357023007255708e-02 4.154084338572184287e-01
1.942088227424629970e-02 4.111472774963203514e-01
1.962021954278316341e-02 4.069294162877271082e-01
1.982160282272499990e-02 4.027544103896764094e-01
2.002505311447329642e-02 3.986218244293674995e-01
2.023059163397908020e-02 3.945312274575943357e-01
2.043823981495537789e-02 3.904821929037955996e-01
2.064801931111231309e-02 3.864742985315701707e-01
2.085995199841517503e-02 3.825071263946432376e-01
2.107405997736567019e-02 3.785802627932879916e-01
2.129036557530654059e-02 3.746932982311771410e-01
2.150889134874993738e-02 3.708458273726906729e-01
2.172966008572960531e-02 3.670374490006418355e-01
2.195269480817719360e-02 3.632677659744369403e-01
2.217801877432307514e-02 3.595363851886637097e-01
2.240565548112168071e-02 3.558429175320910742e-01
2.263562866670179238e-02 3.521869778471037882e-01
2.286796231284199399e-02 3.485681848895318957e-01
2.310268064747145189e-02 3.449861612888887041e-01
2.333980814719649119e-02 3.414405335090287541e-01
2.357936953985300191e-02 3.379309318091879843e-01
2.382138980708506729e-02 3.344569902054305155e-01
2.406589418695010210e-02 3.310183464324850111e-01
2.431290817655063288e-02 3.276146419059554615e-01
2.456245753469323001e-02 3.242455216849497446e-01
2.481456828457463334e-02 3.209106344350414197e-01
2.506926671649541138e-02 3.176096323916522413e-01
2.532657939060162580e-02 3.143421713237764537e-01
2.558653313965448400e-02 3.111079104980826182e-01
2.584915507182849667e-02 3.079065126433914168e-01
2.611447257353835885e-02 3.047376439154961814e-01
2.638251331229475236e-02 3.016009738623536829e-01
2.665330523958963846e-02 2.984961753896209213e-01
2.692687659381099233e-02 2.954229247265486302e-01
2.720325590318754122e-02 2.923809013922166744e-01
2.748247198876372505e-02 2.893697881621134504e-01
2.776455396740511866e-02 2.863892710350570137e-01
2.804953125483485021e-02 2.834390392004490500e-01
2.833743356870103980e-02 2.805187850058689647e-01
2.862829093167575459e-02 2.776282039249826084e-01
2.892213367458586551e-02 2.747669945257893986e-01
2.921899243957591999e-02 2.719348584391924062e-01
2.951889818330353382e-02 2.691315003278824114e-01
2.982188218016760747e-02 2.663566278555362654e-01
3.012797602556956458e-02 2.636099516563363276e-01
3.043721163920824410e-02 2.608911853047948259e-01
3.074962126840844953e-02 2.582000452858829176e-01
3.106523749148374508e-02 2.555362509654648950e-01
3.138409322113374506e-02 2.528995245610350939e-01
3.170622170787623650e-02 2.502895911127527850e-01
3.203165654351464858e-02 2.477061784547638090e-01
3.236043166464097620e-02 2.451490171868264678e-01
3.269258135617466449e-02 2.426178406462086157e-01
3.302814025493804040e-02 2.401123848798880356e-01
3.336714335326804864e-02 2.376323886170228494e-01
3.370962600266542292e-02 2.351775932417087545e-01
3.405562391748114676e-02 2.327477427660041842e-01
3.440517317864068975e-02 2.303425838032474582e-01
3.475831023740668518e-02 2.279618655416204009e-01
3.511507191918000759e-02 2.256053397180019515e-01
3.547549542733991618e-02 2.232727605920779568e-01
3.583961834712383332e-02 2.209638849207092026e-01
3.620747864954650119e-02 2.186784719325738924e-01
3.657911469535984894e-02 2.164162833030554012e-01
3.695456523905318175e-02 2.141770831293904331e-01
3.733386943289448284e-02 2.119606379060704759e-01
3.771706683101341828e-02 2.097667165004856449e-01
3.810419739352584323e-02 2.075950901288314832e-01
3.849530149070103796e-02 2.054455323322433025e-01
3.889041990717151398e-02 2.033178189531827662e-01
3.928959384618598699e-02 2.012117281120682777e-01
3.969286493390618981e-02 1.991270401841275517e-01
4.010027522374767089e-02 1.970635377765004859e-01
4.051186720076500186e-02 1.950210057055707935e-01
4.092768378608243468e-02 1.929992309745241774e-01
4.134776834136944662e-02 1.909980027511334610e-01
4.177216467336272721e-02 1.890171123457797531e-01
4.220091703843434350e-02 1.870563531896862752e-01
4.263407014720670823e-02 1.851155208133759833e-01
4.307166916921526673e-02 1.831944128253521764e-01
4.351375973761854865e-02 1.812928288909911867e-01
4.396038795395702803e-02 1.794105707116523674e-01
4.441160039296055545e-02 1.775474420039982459e-01
4.486744410740513972e-02 1.757032484795259253e-01
4.532796663301977974e-02 1.738777978243086775e-01
4.579321599344345767e-02 1.720708996789372669e-01
4.626324070523299414e-02 1.702823656186746304e-01
4.673808978292263300e-02 1.685120091337994064e-01
4.721781274413501539e-02 1.667596456101658464e-01
4.770245961474512547e-02 1.650250923099419176e-01
4.819208093409699245e-02 1.633081683525620387e-01
4.868672776027382909e-02 1.616086946958593951e-01
4.918645167542268215e-02 1.599264941173962340e-01
4.969130479113312987e-02 1.582613911959849240e-01
5.020133975387179592e-02 1.566132122933926729e-01
5.071660975047222880e-02 1.549817855362353169e-01
5.123716851368122216e-02 1.533669407980541854e-01
5.176307032776224920e-02 1.517685096815742096e-01
5.229437003415617763e-02 1.501863255011451626e-01
5.283112303720009784e-02 1.486202232653574817e-01
5.337338530990519414e-02 1.470700396598391968e-01
5.392121339979329131e-02 1.455356130302218887e-01
5.447466443479397763e-02 1.440167833652874763e-01
5.503379612920181879e-02 1.425133922802772624e-01
5.559866678969475201e-02 1.410252830003808633e-01
5.616933532141466651e-02 1.395523003443820131e-01
5.674586123410966382e-02 1.380942907084802829e-01
5.732830464834009349e-02 1.366511020502714502e-01
5.791672630174787145e-02 1.352225838728925156e-01
5.851118755539014282e-02 1.338085872093273676e-01
5.911175040013826043e-02 1.324089646068727644e-01
5.971847746314210698e-02 1.310235701117616891e-01
6.033143201436082931e-02 1.296522592539439411e-01
6.095067797316099101e-02 1.282948890320188828e-01
6.157627991498169917e-02 1.269513178983238399e-01
6.220830307806891890e-02 1.256214057441750187e-01
6.284681337027846204e-02 1.243050138852536957e-01
6.349187737594876035e-02 1.230020050471470339e-01
6.414356236284469992e-02 1.217122433510306467e-01
6.480193628917187143e-02 1.204355942995001816e-01
6.546706781066370662e-02 1.191719247625463302e-01
6.613902628774079306e-02 1.179211029636693803e-01
6.681788179274372741e-02 1.166829984661410941e-01
6.750370511724052003e-02 1.154574821593985917e-01
6.819656777940870385e-02 1.142444262455837023e-01
6.889654203149316036e-02 1.130437042262147640e-01
6.960370086734098127e-02 1.118551908889945101e-01
7.031811803001290773e-02 1.106787622947541239e-01
7.103986801947363705e-02 1.095142957645275916e-01
7.176902610036065000e-02 1.083616698667591027e-01
7.250566830983262712e-02 1.072207644046402758e-01
7.324987146549916117e-02 1.060914604035749359e-01
7.400171317343080812e-02 1.049736400987725943e-01
7.476127183625230765e-02 1.038671869229687850e-01
7.552862666131827940e-02 1.027719854942669570e-01
7.630385766897299082e-02 1.016879216041089995e-01
7.708704570089514041e-02 1.006148822053634234e-01
7.787827242852791987e-02 9.955275540053692973e-02
7.867762036159571537e-02 9.850143043010599342e-02
7.948517285670861354e-02 9.746079766096685248e-02
8.030101412605442079e-02 9.643074857500172348e-02
8.112522924618077724e-02 9.541117575776364435e-02
8.195790416686683788e-02 9.440197288727347757e-02
8.279912572008601979e-02 9.340303472293426390e-02
8.364898162906136969e-02 9.241425709455500237e-02
8.450756051741284414e-02 9.143553689148832542e-02
8.537495191839947206e-02 9.046677205187758641e-02
8.625124628425577533e-02 8.950786155201399807e-02
8.713653499562411253e-02 8.855870539580094902e-02
8.803091037108415340e-02 8.761920460432687241e-02
8.893446567677983083e-02 8.668926120554315551e-02
8.984729513614493623e-02 8.576877822404724294e-02
9.076949393972943980e-02 8.485765967097011475e-02
9.170115825512527297e-02 8.395581053396586335e-02
9.264238523699537542e-02 8.306313676730410489e-02
9.359327303720474389e-02 8.217954528206217191e-02
9.455392081505573088e-02 8.130494393641730932e-02
9.552442874762885616e-02 8.043924152603883215e-02
9.650489804022877038e-02 7.958234777457574849e-02
9.749543093693849305e-02 7.873417332424345605e-02
9.849613073128132834e-02 7.789462972650489092e-02
9.950710177699223502e-02 7.706362943284628120e-02
1.005284494989002464e-01 7.624108578564818550e-02
1.015602804039220097e-01 7.542691300914809716e-02
1.026027020921685268e-01 7.462102620049496093e-02
1.036558232681655672e-01 7.382334132089583834e-02
1.047197537521897676e-01 7.303377518685182090e-02
1.057946044917205675e-01 7.225224546148298344e-02
1.068804875730099690e-01 7.147867064594243258e-02
1.079775162327709925e-01 7.071297007091645326e-02
1.090858048699858834e-01 6.995506388821326471e-02
1.102054690578360696e-01 6.920487306243443271e-02
1.113366255557539930e-01 6.846231936273376728e-02
1.124793923215989810e-01 6.772732535465866843e-02
1.136338885239577268e-01 6.699981439207497447e-02
1.148002345545716812e-01 6.627971060917360602e-02
1.159785520408913168e-01 6.556693891255879758e-02
1.171689638587596616e-01 6.486142497341754187e-02
1.183715941452256754e-01 6.416309521976722163e-02
1.195865683114896577e-01 6.347187682878366322e-02
1.208140130559810232e-01 6.278769771920651721e-02
1.220540563775705800e-01 6.211048654382207018e-02
1.233068275889183663e-01 6.144017268202252996e-02
1.245724573299582805e-01 6.077668623244149998e-02
1.258510775815216143e-01 6.011995800566390102e-02
1.271428216790999322e-01 5.946991951701025014e-02
1.284478243267495323e-01 5.882650297939454737e-02
1.297662216111381273e-01 5.818964129625533305e-02
1.310981510157365748e-01 5.755926805455723744e-02
1.324437514351554379e-01 5.693531751786588824e-02
1.338031631896291485e-01 5.631772461949155484e-02
1.351765280396484414e-01 5.570642495570356928e-02
1.365639892007436962e-01 5.510135477901369899e-02
1.379656913584192401e-01 5.450245099152757622e-02
1.393817806832413353e-01 5.390965113836471145e-02
1.408124048460810962e-01 5.332289340114412107e-02
1.422577130335132556e-01 5.274211659153799775e-02
1.437178559633741637e-01 5.216726014488955177e-02
1.451929859004781609e-01 5.159826411389709794e-02
1.466832566724962650e-01 5.103506916236121016e-02
